ID,Name,Formula,Ion Species,Mass (DB),CAS,CCS (DB),RT,SD,DT,SD,CCS,SD,m/z,SD,Abundance,RSD,Z,Ions,Freq.,Q Score,Sat.,Mark,NEG Media Blank01 DI2.d.HRdm, NEG Media Blank02 DI2.d.HRdm, NEG Media Blank03 DI2.d.HRdm, NEG QCdilution 0 0625 DI2.d.HRdm, NEG QCdilution 0 125 DI2.d.HRdm, NEG QCdilution 0 25 DI2.d.HRdm, NEG QCdilution 0 5 DI2.d.HRdm, NEG QCdilution 1 0 DI2.d.HRdm, NEG S1P DI2.d.HRdm, NEG S1S DI2.d.HRdm, NEG S2P DI2.d.HRdm, NEG S2S DI2.d.HRdm, NEG S3P DI2.d.HRdm, NEG S3S DI2.d.HRdm, NEG W1P DI2.d.HRdm, NEG W1S DI2.d.HRdm, NEG W2P DI2.d.HRdm, NEG W2S DI2.d.HRdm, NEG W3P DI2.d.HRdm, NEG W3S DI2.d.HRdm
584,,,,,,,0.985,0.002,35.752,0.081,200.43,0.46,422.1569,0.0005,0.0016487,1.09,-1,3,14,100,,FALSE,199335.1,181034.7,253395.2,0.001,0.001,76315.88,0.001,0.001,107561.1,352633.8,109070.1,548420.7,163445.5,229492.7,0.001,894417.6,0.001,480031.7,109002.8,886069.3
585,,,,,,,1.35,0.005,26.066,0.053,150.05,0.31,213.0884,0.0001,0.0016456,0.96,-1,2,11,100,,FALSE,398951.5,0.001,381451.9,0.001,0.001,0.001,298692.5,379385.2,248995.7,475523.3,317448,494524.4,0.001,431981.1,0.001,538839.4,0.001,0.001,0.001,544915.7
586,Caribenolide I,C33 H52 O11,(M-H)-,624.351,,,1.633,0.002,42.564,0.172,236.53,0.96,623.3387,0.0007,0.0016387,1.04,-1,3,11,100,,FALSE,395211,472250.8,356494.9,0.001,0.001,0.001,186677.8,423774.2,366523.9,0.001,387777.7,421127.9,0.001,448335.9,0.001,0.001,125598.4,751536.6,0.001,0.001
587,6-Acetamido-3-aminohexanoate,C8 H16 N2 O3,(M-H)-,188.1161,,,1.84,0.002,25.225,0.093,146.32,0.55,187.1087,0.0003,0.0016387,1.73,-1,2,6,93.7,,FALSE,0.001,0.001,906456.1,0.001,0.001,275240.3,424326.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1447822,0.001,0.001,344778.8,936907.4
588,L-Phenylalanine,C9 H11 N O2,(M-H)-,165.079,63-91-2,,1.621,0.013,30.012,0.029,176,0.17,164.0713,0.0002,0.0016255,1.15,-1,2,12,100,,FALSE,145746.1,0.001,0.001,0.001,0.001,392560.3,343291.2,245308.7,245369.2,256804.8,0.001,0.001,330710,0.001,424121,87155.63,417280.3,144961.9,392176,0.001
589,,,,,,,1.636,0.004,39.342,0.067,219.51,0.38,512.307,0.0007,0.0016237,0.7,-1,3,15,100,,FALSE,392930.7,376173.7,368427.7,0.001,0.001,0.001,150081.1,295818.4,175854.4,303031.4,270565.2,0.001,183255.4,0.001,101116.7,450618.3,163259.4,351085.8,168960.9,507818.5
590,,,,,,,1.31,0.045,30.613,0.11,173.89,0.63,286.1764,0.0004,0.0016132,0.9,-1,3,13,91.1,,FALSE,0.001,409507,166632.5,0.001,0.001,136857,268559.1,189660.2,0.001,249093.5,280897.2,323201.7,201188.3,0.001,0.001,721608.4,0.001,335091,290575.8,640207.3
591,d-Dethiobiotin,C10 H18 N2 O3,(M-H)-,214.1317,533-48-2,,1.737,0.006,26.148,0.08,150.52,0.47,213.1245,0.0002,0.001613,1.23,-1,2,9,83.2,,FALSE,0.001,490400.7,0.001,0.001,0.001,0.001,200402.3,694673.6,347736.3,0.001,0.001,0.001,544732,364606.9,0.001,798302.8,0.001,0.001,388364.1,500999.1
592,Zalcitabine,C9 H13 N3 O3,(M-H)-,211.0957,7481-89-2,,0.461,0.001,25.35,0.035,146,0.21,210.0887,0.0002,0.0016115,0.82,-1,2,13,100,,FALSE,362573.2,359603.1,349601,0.001,0.001,0.001,0.001,323712,170548,365341.1,243607,476481.8,0.001,361888.5,106507.9,509564.3,0.001,355645.9,0.001,414821.9
593,,,,,,,2.432,0.005,49.668,0.052,274.86,0.29,819.3678,0.0009,0.0016107,0.79,-1,4,13,98.3,,FALSE,351509,363506.2,333485.9,0.001,0.001,103426,204407.9,323704.1,0.001,397064.2,348515.5,380936.1,0.001,0.001,0.001,449966.5,0.001,290120.1,265945.5,391663.8
594,,,,,,,1.626,0.02,30.533,0.106,172.65,0.6,318.1663,0.0002,0.001604,1.19,-1,3,10,93.7,,FALSE,376058.4,0.001,245157.7,0.001,98740.27,0.001,0.001,0.001,0.001,510628.4,0.001,652133.1,0.001,410134.9,187598.5,804771.8,0.001,742230.1,228243.3,0.001
595,Leukotriene E4,C23 H37 N O5 S,(M-H)-,439.2392,75715-89-8,,2.029,0.003,35.366,0.058,198.02,0.33,438.2344,0.0004,0.001601,0.83,-1,2,13,85.1,,FALSE,333594.8,348733.2,269648.1,0.001,0.001,78236.23,0.001,427422.8,223810.1,351978.2,250911.4,424977.4,225704.9,419773.5,0.001,0.001,0.001,391357.1,0.001,549881.4
596,Melleolide M,C23 H29 Cl O7,(M-H)-,452.1602,,,1.613,0.014,36.988,0.052,207,0.29,451.1567,0.0005,0.0016006,0.7,-1,3,15,100,,FALSE,292510.4,0.001,278024.2,0.001,0.001,72595.48,84089.62,209198.8,0.001,326928.1,355037.7,457585.9,249295.3,273586.3,0.001,355352.5,172650.3,377036.2,242956.9,372266.9
597,Calystegin B2,C7 H13 N O4,(M-H)-,175.0845,127414-85-1,,1.356,0.005,23.772,0.042,138.46,0.25,174.0776,0.0003,0.0015959,1.06,-1,2,10,100,,FALSE,371896,397303.6,0.001,0.001,0.001,0.001,0.001,475382.5,0.001,381589.2,0.001,516609.2,272457.1,420301.8,0.001,640698.4,0.001,433987.3,0.001,576650.3
598,Sarcostin,C21 H34 O6,(M-H)-,382.2355,18607-76-6,,0.212,0.001,34.471,0.036,193.83,0.2,381.2298,0.0004,0.0015843,1.08,-1,3,12,100,,FALSE,0.001,0.001,0.001,0.001,0.001,145849,146236.4,427839.7,350407.3,392315.6,245808.6,159425.5,403719.4,137585.5,336828,0.001,199199.7,0.001,607559.4,0.001
599,,,,,,,2.178,0.003,32.553,0.165,183.43,0.94,354.1772,0.0002,0.0015749,0.83,-1,2,13,100,,FALSE,350073.9,346398.3,285925.1,0.001,0.001,0.001,228919.5,391585.6,0.001,378098.7,0.001,550594.4,0.001,323984.2,131706,444990.3,221879.5,358120.1,108994.6,0.001
600,Musk ambrette,C12 H16 N2 O5,(M-H)-,268.1059,83-66-9,,1.739,0.001,27.326,0.041,155.53,0.24,267.0986,0.0002,0.0015707,0.87,-1,3,12,100,,FALSE,473075.4,453437.2,445674.3,0.001,0.001,170785.1,259868.2,322935.3,0.001,330362.3,0.001,376144.7,0.001,366261.1,0.001,329526.5,0.001,311880.5,0.001,355910.9
601,Homoisocitrate,C7 H10 O7,(M-H)-,206.0427,3562-75-2,,2.845,0.109,22.994,0.025,132.46,0.15,205.0354,0.0003,0.0015696,2.37,-1,2,4,100,,FALSE,0.001,0.001,0.001,1026216,762230.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,780358.4,0.001,0.001,141527.7,0.001,0.001
602,,,,,,,1.481,0.002,43.815,0.101,243.67,0.57,607.3439,0.0003,0.0015683,0.78,-1,3,16,100,,FALSE,0.001,328078.8,329296.6,0.001,0.001,43228.79,184606.8,490751.2,111487.2,199880.3,160350.3,391441.3,162773,302100.9,27806.79,537760.6,0.001,281327.4,142796.8,529220.3
603,Ioxynil octanoate,C15 H17 I2 N O2,(M-H)-,496.9349,3861-47-0,,0.873,0.104,34.356,0.054,191.64,0.3,495.9289,0.0005,0.0015677,0.64,-1,2,15,100,,FALSE,263234.2,336467.2,279951.2,217619.1,241503,183613.3,0.001,0.001,0.001,330384.2,140930.8,265471.9,0.001,201963.3,175590.8,273778.2,177253.8,321475.3,0.001,275959.8
604,,,,,,,0.135,0.007,23.138,0.084,132.33,0.48,232.9245,0.0001,0.001566,1.6,-1,3,6,82.4,,FALSE,0.001,684308.4,637840.7,0.001,0.001,0.001,0.001,0.001,0.001,663268.9,0.001,0.001,852551,791385.8,0.001,0.001,0.001,0.001,0.001,624555.6
605,,,,,,,0.137,0.015,25.743,0.029,145.8,0.17,292.8907,0.0001,0.00156,1.63,-1,3,8,87.8,,FALSE,0.001,410463.8,0.001,0.001,0.001,702824.8,0.001,0.001,262792.4,358651.1,0.001,177203.3,446433,0.001,0.001,0.001,417532.2,0.001,468010.8,0.001
606,Lofepramine,C26 H27 Cl N2 O,(M-H)-,418.1812,23047-25-8,,1.646,0.011,36.25,0.063,203.32,0.36,417.1715,0.0004,0.0015584,0.81,-1,3,13,100,,FALSE,249621.9,314911.6,309134.3,0.001,0.001,0.001,0.001,0.001,229404,400403.2,219877,517258.3,238378.9,358294.4,164577.4,452651.7,0.001,293249.5,0.001,451305.6
607,Pefloxacine,C17 H20 F N3 O3,(M-H)-,333.1489,149676-40-4,,2.659,0.009,30.274,0.067,170.88,0.38,332.1458,0.0004,0.0015547,0.91,-1,3,13,100,,FALSE,0.001,502029.6,418079.4,0.001,0.001,205737.9,278045.6,295050.9,107582.9,296682.7,132389.5,407806.7,70851.73,481875.3,0.001,478033.8,0.001,0.001,0.001,405618.4
608,,,,,,,2.318,0.058,47.266,0.053,261.56,0.3,806.2169,0.0008,0.0015539,0.9,-1,3,14,92.8,,FALSE,231298.8,0.001,76147.98,399326.7,0.001,130483.9,408279.3,65295.96,0.001,287221.5,281260.6,386964.6,453529.2,0.001,0.001,244177.1,228790.4,336532.2,0.001,182693.8
609,,,,,,,1.521,0.006,31.386,0.214,177.22,1.22,332.1821,0.0001,0.0015539,1.27,-1,3,9,100,,FALSE,308142.1,626484.7,0.001,0.001,0.001,114967.2,433907.9,390453.2,0.001,0.001,495412.3,0.001,0.001,778839.4,0.001,0.001,0.001,0.001,346815.5,341100.4
610,Isocitrate,C6 H8 O7,(M-H)-,192.027,1637-73-5,,2.607,0.061,23.298,0.048,134.82,0.28,191.0193,0.0002,0.0015534,0.97,-1,2,13,98.6,,FALSE,0.001,0.001,0.001,199373,155318,171272.8,130566.1,0.001,0.001,225698.4,357874.4,642918.2,306988.3,0.001,83559.36,203020.4,389803.5,177416.9,368668.9,0.001
611,,,,,,,0.135,0.016,24.865,0.034,142.34,0.19,232.9245,0.0001,0.0015524,1.67,-1,3,6,93.7,,FALSE,914235.8,847658.9,905195.5,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,752116.5,0.001,0.001,0.001,0.001,227860.2,587270.1
612,4-Chloro-alpha-[4-[2-(diethylamino)ethoxy]phenyl]-alpha-phenylbenzeneethanol,C26 H30 Cl N O2,(M-H)-,423.1965,,,2.443,0.002,34.465,0.054,193.15,0.3,422.1916,0.0005,0.001549,0.51,-1,3,17,100,,FALSE,296252,286267.8,273557.8,0.001,0.001,90608.38,164339.9,291375.4,180012.2,278630,243918.9,346520.7,196113.3,271315.9,84061.92,311930.3,0.001,217392.3,136344.3,363302
613,,,,,,,2.968,0.017,25.733,0.027,145.74,0.15,292.8911,0.0002,0.0015418,1.4,-1,3,10,93.7,,FALSE,0.001,311453.1,311580.4,0.001,0.001,629608.8,459581,393507,0.001,229885.3,0.001,0.001,0.001,350499.9,253244.8,0.001,0.001,228698.5,0.001,265757
614,,,,,,,2.655,0.002,33.244,0.053,186.77,0.3,387.1876,0.0003,0.0015392,0.67,-1,3,15,100,,FALSE,334684.8,332058.9,297069.1,0.001,0.001,94077.28,175484.2,312762.7,0.001,326142,200859.2,357494.1,128352.7,357229.1,0.001,315026,0.001,370111.3,121830.9,354327.3
615,,,,,,,3.204,0.112,32.854,0.028,184.3,0.16,404.0129,0.0002,0.0015359,1.73,-1,3,7,83.6,,FALSE,0.001,0.001,0.001,0.001,408347.1,606513.6,0.001,194687.2,0.001,588004.3,788178.3,0.001,0.001,247513.2,0.001,0.001,0.001,0.001,0.001,338855.1
616,,,,,,,2.59,0.001,53.855,0.095,297.3,0.53,995.4919,0.0008,0.0015355,0.37,-1,3,19,100,,FALSE,213961.7,247250.8,215015.1,28860.9,0.001,162550.9,249609.3,250564.2,130618.1,204477.5,212664.7,216266.9,241896.8,200458.8,135999.6,278984.5,150478.8,241916.5,203215.8,169297.4
617,,,,,,,0.32,0.031,30.973,0.05,174.63,0.28,344.0366,0.0005,0.0015342,1.52,-1,3,8,84.1,,FALSE,0.001,223244.3,0.001,281487.3,698445.5,0.001,0.001,466207.1,280917.9,0.001,377202.8,0.001,0.001,0.001,329504.8,0.001,399156.1,0.001,0.001,0.001
618,,,,,,,2.537,0.043,31.488,0.029,177.56,0.16,344.182,0.0003,0.0015315,0.65,-1,2,17,100,,FALSE,341369,345576.4,399338.5,0.001,0.001,0.001,220854.4,137080.4,184698.2,130491.2,109216.9,147785,228035.6,136067.3,114074.3,532988.6,172970.4,137136,223208.3,439746.1
619,,,,,,,3.267,0.083,21.529,0.025,123.47,0.15,217.8542,0.0001,0.0015263,1.97,-1,2,9,80.6,,FALSE,152115.2,0.001,118620.4,0.001,441881.5,304495.2,0.001,149043.3,1794026,0.001,0.001,175834.9,0.001,0.001,0.001,0.001,0.001,0.001,294154.1,154433.9
620,,,,,,,2.493,0.002,32.244,0.025,180.89,0.14,401.2028,0.0014,0.0015188,1.19,-1,3,9,82.6,,FALSE,0.001,530838.4,0.001,0.001,0.001,0.001,0.001,523687.6,199310,0.001,322897.8,0.001,0.001,543399.4,0.001,636709.7,0.001,433656.5,310688.3,598191.8
621,,,,,,,0.317,0.011,18.939,0.024,111.11,0.14,150.8895,0.0002,0.001517,1.83,-1,4,6,82.4,,FALSE,0.001,404927,0.001,0.001,203976.1,418887.5,1218760,0.001,0.001,0.001,0.001,0.001,475333.6,0.001,0.001,0.001,0.001,0.001,0.001,739824.2
622,,,,,,,1.618,0.002,33.009,0.049,185.67,0.28,373.2087,0.0003,0.0015134,0.93,-1,3,12,100,,FALSE,0.001,359979.7,366824,0.001,0.001,0.001,0.001,328255,160856.4,304110.2,241158.7,508131,145263.1,393011,0.001,476735.7,0.001,367650.6,0.001,539035.2
623,,,,,,,1.813,0.002,31.69,0.072,178.5,0.41,355.1619,0.0003,0.0015122,0.83,-1,2,13,100,,FALSE,284054.7,249905.4,351067.6,0.001,0.001,0.001,163478.1,386736,0.001,291609.3,243690.3,469117.3,137737.1,272010.7,0.001,436876.2,0.001,372945.1,0.001,492709.5
624,,,,,,,1.27,0.017,32.266,0.062,182.64,0.35,314.2076,0.0003,0.0015122,1.12,-1,2,12,99.8,,FALSE,371637.2,0.001,388460.6,0.001,0.001,34480,107435.3,280823.2,0.001,455878.9,117216.9,645217,0.001,321698.9,0.001,0.001,0.001,562579.9,110765.6,732536.2
625,[6]-Gingerdiol 4'-O-beta-D-glucopyranoside,C23 H38 O9,(M-H)-,458.2516,,,1.535,0.003,37.39,0.139,209.19,0.79,457.2443,0.0004,0.0015102,0.81,-1,3,13,100,,FALSE,0.001,195653.3,383242.9,0.001,0.001,135394.2,173514.3,343467.8,0.001,327410.8,243822,480949.8,260177.7,0.001,0.001,371165,208109,352628.1,283413.3,0.001
626,,,,,,,0.501,0.033,26.59,0.049,150.2,0.28,314.9266,0.0003,0.0015081,1.68,-1,3,7,95.7,,FALSE,514831.5,0.001,554955,870407.8,0.001,0.001,0.001,593140.1,0.001,0.001,179840.4,0.001,0.001,416208,0.001,0.001,0.001,523558.9,0.001,0.001
627,Butyl (S)-3-hydroxybutyrate [arabinosyl-(1-6)-glucoside],C19 H34 O12,(M-H)-,454.205,,,2.599,0.002,35.67,0.041,199.53,0.23,453.1978,0.0005,0.001506,0.5,-1,3,17,100,,FALSE,241057.5,263849,255230.2,0.001,0.001,92270.4,148082.9,275867.4,0.001,253178.3,232854.6,276844.6,202142,292444.8,71927.81,347609.3,132757,256844.3,149046,367271.3
628,4-Methoxybenzyl glucoside,C14 H20 O7,(M-H)-,300.1209,81381-72-8,,0.949,0.002,29.938,0.06,169.69,0.35,299.1148,0.0006,0.0014991,0.89,-1,3,14,100,,FALSE,256772.3,279938.9,271387.8,0.001,0.001,0.001,0.001,313489.2,94158.3,264177.1,198562,435679.6,133501.9,367270.9,0.001,652323.6,0.001,242883.1,67179.66,585483.6
629,,,,,,,1.481,0.002,43.032,0.077,239.28,0.43,607.3439,0.0003,0.0014891,0.51,-1,3,17,100,,FALSE,304321.4,263178.9,319157.1,0.001,44221.67,101905.9,187491.5,0.001,188031.9,243080.6,209069.1,301515.5,234603.2,274757.8,126935.1,354443.7,141377.9,229772,174677.5,0.001
630,Methionyl-Serine,C8 H16 N2 O4 S,(M-H)-,236.0831,,,2.328,0.001,32.854,0.034,188.55,0.2,235.0753,0.0002,0.0014826,1.05,-1,3,10,100,,FALSE,417048.8,0.001,463273.9,0.001,0.001,0.001,408446.9,496503.7,0.001,0.001,329025.5,359073.5,251494.2,397732.8,0.001,0.001,0.001,372604.4,295201.7,0.001
631,Pseudouridine,C9 H12 N2 O6,(M-H)-,244.0695,1445-07-4,,2.674,0.004,26.882,0.069,153.69,0.4,243.0621,0.0003,0.0014736,1.2,-1,2,9,100,,FALSE,612542,0.001,529763.7,0.001,0.001,0.001,289056.1,0.001,0.001,457397.1,146065.4,0.001,0.001,487980,0.001,567727.6,0.001,442538.4,0.001,576900.3
632,,,,,,,0.229,0.002,46.624,0.081,258.7,0.45,691.3941,0.0016,0.0014636,1.16,-1,4,15,100,,FALSE,251009.8,251753.5,246230.9,117923.6,209478.5,317916.3,230888.8,78325.9,0.001,35868.75,0.001,0.001,119239.3,99603.45,459761.5,0.001,443332.6,74747.27,0.001,26398.34
633,,,,,,,1.593,0.001,28.608,0.036,161.66,0.2,318.0301,0.0016,0.0014632,1.12,-1,3,10,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,179265.6,537639.6,376988.5,509268.8,0.001,235451.2,0.001,266029.1,364379.9,256124.4,508745.8,297020.8,0.001
634,,,,,,,1.799,0.007,36.3,0.044,202.65,0.25,490.1666,0.0004,0.0014525,0.73,-1,3,14,100,,FALSE,220375.2,239308.6,236660.6,0.001,0.001,0.001,0.001,236465,0.001,306402.7,287895.7,408020.9,214863.3,269557,87750.41,362953.9,0.001,366191.9,228460.2,365908
635,,,,,,,2.469,0.006,43.125,0.05,243.45,0.29,358.1971,0.0002,0.0014481,1.39,-1,3,8,100,,FALSE,535643.6,0.001,485385.8,0.001,0.001,0.001,117540.8,386504.5,0.001,450059.9,0.001,742707.7,0.001,734204.6,0.001,0.001,0.001,0.001,0.001,560135.1
636,(S)-5'-Deoxy-5'-(methylsulfinyl)adenosine,C11 H15 N5 O4 S,(M-H)-,313.0845,897-42-7,,0.633,0.002,28.833,0.027,163.07,0.15,312.0749,0.0004,0.0014387,0.73,-1,3,14,100,,FALSE,285272.6,342208.6,358793.9,0.001,0.001,0.001,196940.1,349409,0.001,274889.9,180151.3,310007,169346.9,0.001,0.001,427641.3,117505,276386.2,159149,390293.5
637,Caribenolide I,C33 H52 O11,(M-H)-,624.351,,,1.632,0.001,43.538,0.193,241.98,1.08,623.3388,0.0005,0.0014386,0.92,-1,3,12,100,,FALSE,0.001,374413.7,342010.8,0.001,0.001,29758.78,0.001,401016,266668.3,315391,331382.6,407222.9,0.001,397573.2,0.001,0.001,0.001,324540.8,247855.8,346923.8
638,Trifluoroacetic Acid,C2 H F3 O2,(M-H)-,113.9929,3336-58-1,,0.54,0,29.748,0.271,180.1,1.66,112.986,0.0001,0.0014355,3.82,-1,2,2,98.7,,FALSE,607445.2,3283192,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
639,Se-Propenylselenocysteine Se-oxide,C6 H11 N O3 Se,(M-H)-,218.9964,,,2.007,0.005,27.581,0.028,158.66,0.16,217.9915,0.0002,0.0014311,0.77,-1,2,14,100,,FALSE,188253.6,161973.3,159861.3,0.001,0.001,0.001,0.001,0.001,308604.7,307733.7,334277.5,437744.6,210100.5,0.001,182109.2,316210.3,174035.3,384605.8,220560.9,240716.1
640,,,,,,,1.634,0.002,39.636,0.071,221.03,0.4,524.2719,0.0007,0.001425,0.69,-1,3,15,100,,FALSE,291342.8,256850.7,315178.9,0.001,0.001,0.001,128549.9,304401.5,166906.4,267756.3,235888.4,364670.7,219528.1,0.001,60028.8,362906,0.001,284942.8,126960.3,433154.6
641,Tyrosyl-Valine,C14 H20 N2 O4,(M-H)-,280.1423,,,1.384,0.05,29.905,0.036,170.02,0.2,279.1349,0.0002,0.0014244,0.79,-1,2,15,100,,FALSE,196710.8,383928,212227.8,0.001,0.001,0.001,121885.7,260967.8,81297.55,164909.4,231527,230177.5,166727,349939.6,0.001,493928.6,0.001,344182.4,111528.3,536175.7
642,"N-(6-Oxo-6H-dibenzo[b,d]pyran-3-yl)maleamic acid",C17 H11 N O5,(M-H)-,309.0637,,,3.446,0.008,28.841,0.032,163.2,0.19,308.0595,0.0002,0.0014241,1.91,-1,3,5,83.8,,FALSE,0.001,681295.5,585816.6,0.001,0.001,0.001,0.001,0.001,644679.3,0.001,0.001,726670.1,0.001,0.001,774535.3,0.001,0.001,0.001,0.001,0.001
643,,,,,,,1.916,0.007,43.152,0.063,239.74,0.35,633.3234,0.0009,0.0014218,0.51,-1,3,17,100,,FALSE,234484.8,213891.3,298264.5,0.001,0.001,96221.43,131707.3,220817.7,163988.5,269718.2,200769.1,280930.5,213615.5,266847.1,46072.65,317329.3,0.001,280195.8,159560.8,315516
644,"7,8-Dihydro-3b,6a-dihydroxy-alpha-ionol 9-[apiosyl-(1-6)-glucoside]",C24 H42 O12,(M-H)-,522.2676,177261-73-3,,2.417,0.002,38.027,0.07,212.03,0.39,521.2595,0.0005,0.0014116,0.5,-1,2,17,100,,FALSE,256766.8,248803.4,240835.2,0.001,0.001,0.001,170044.2,288612.3,153751.9,256492.7,183251.3,281353.3,182021,222179.3,83065.27,336832.4,98663.69,236659.3,141284.5,329506.8
645,,,,,,,0.27,0.069,21.517,0.008,123.56,0.05,212.9111,0.0001,0.0014104,2.42,-1,3,4,88.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,487198.8,423090.8,0.001,0.001,0.001,596844.3,0.001,0.001,1915504,0.001,0.001
646,,,,,,,2.504,0.008,29.443,0.084,166.45,0.48,317.098,0.0002,0.0014001,1.27,-1,3,9,100,,FALSE,576307.4,503817.7,246363.5,0.001,0.001,0.001,266511.3,0.001,0.001,568453.5,0.001,0.001,404865.1,617689.4,0.001,128084.4,0.001,0.001,335740.5,0.001
647,,,,,,,0.385,0.001,50.784,0.047,281.07,0.26,819.4075,0.0005,0.001399,1.86,-1,4,6,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,450941.7,0.001,261403,0.001,432372.8,0.001,275957.2,0.001,547970.6,0.001,988056.1,0.001
648,,,,,,,2.184,0.003,29.197,0.05,165.28,0.29,306.1304,0.0004,0.0013951,0.95,-1,3,11,100,,FALSE,344011.3,349376.7,400781.8,0.001,0.001,0.001,0.001,326317.2,243753.2,315117.2,0.001,423457.9,0.001,350797.3,0.001,478205.8,0.001,310062.8,0.001,401600.2
649,,,,,,,1.33,0.033,31.236,0.121,176.71,0.69,316.1873,0.0002,0.0013947,1.35,-1,3,9,98.1,,FALSE,441609,0.001,0.001,0.001,349978.3,0.001,191942.2,0.001,0.001,426723.8,481676.6,0.001,0.001,414836.1,0.001,228260.4,0.001,809955.6,92437.31,0.001
650,,,,,,,1.099,0.012,23.307,0.142,133.31,0.82,232.9247,0.0003,0.0013925,2.29,-1,2,4,82.4,,FALSE,0.001,814637.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1302536,0.001,0.001,0.001,0.001,877904.8,0.001,0.001,404545.3,0.001
651,N-alpha-Acetyllysine,C8 H16 N2 O3,(M-H)-,188.1161,1946-82-3,,1.423,0.101,25.625,0.147,148.67,0.86,187.109,0.0002,0.0013898,1.66,-1,2,6,84.8,,FALSE,0.001,0.001,396502.1,0.001,0.001,465893.6,0.001,0.001,0.001,0.001,0.001,562847.6,0.001,0.001,0.001,731843.3,0.001,500120.2,623200.1,0.001
652,,,,,,,2.58,0.002,32.688,0.066,183.48,0.37,396.1402,0.0004,0.0013864,0.73,-1,3,14,100,,FALSE,0.001,260848,304485,0.001,0.001,112226.2,168033.4,294297,0.001,308656.9,236197.7,372606.9,178638.6,264424.4,0.001,376943.8,82280.14,304973.4,0.001,375486.8
653,,,,,,,1.399,0.039,30.56,0.143,173.59,0.82,286.1767,0.0004,0.0013821,1.25,-1,2,9,93.7,,FALSE,0.001,623930.5,268263,0.001,0.001,0.001,0.001,358266.5,0.001,124832.5,0.001,479489.1,420060.6,0.001,0.001,579846.1,0.001,409358.7,0.001,617925
654,Felbamate,C11 H14 N2 O4,(M-H)-,238.0954,25451-15-4,,1.807,0.002,25.915,0.043,148.29,0.25,237.0882,0.0003,0.0013813,0.82,-1,2,13,100,,FALSE,403015.1,345762.8,339793,0.001,0.001,0.001,210424.6,296093.5,0.001,301245.3,249744.5,0.001,0.001,310297.4,58514.03,322693,139215.8,319709.8,0.001,371329.2
655,,,,,,,1.506,0.003,37.703,0.198,211.23,1.12,437.2757,0.0003,0.001379,0.98,-1,3,12,99.5,,FALSE,407304.1,380022.5,304208.2,0.001,0.001,0.001,0.001,0.001,0.001,260807.4,290008.8,369205.8,144111.8,143974.7,202306.1,632322.4,0.001,387016.6,0.001,135816.6
656,,,,,,,1.483,0.003,39.373,0.071,219.9,0.4,494.2604,0.0003,0.0013777,0.86,-1,3,13,100,,FALSE,270462.3,284199.9,284950.3,0.001,0.001,141796.3,230758.9,358161.7,91401.66,260301.1,0.001,390351.5,0.001,247594.5,0.001,491959.7,0.001,0.001,137930.3,482220
657,Profluralin,C14 H16 F3 N3 O4,(M-H)-,347.1093,26399-36-0,,2.107,0.003,31.823,0.164,179.43,0.93,346.1055,0.0014,0.0013771,1.04,-1,3,11,97.6,,FALSE,258412,276805.3,332259.1,0.001,0.001,0.001,0.001,339982.9,258329.8,318342,0.001,604878.8,194018.4,238651.5,0.001,592638.3,0.001,0.001,0.001,469631.9
658,δ-(L-2-Aminoadipyl)-L-cysteinyl-D-valine,C14 H25 N3 O6 S,(M-H)-,363.1464,,,2.176,0.003,32.496,0.024,182.96,0.13,362.1379,0.0004,0.0013737,1.21,-1,3,9,100,,FALSE,369122.2,505942.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,356846.8,0.001,575903.6,0.001,473632.6,0.001,643348.6,0.001,405103.1,142766.2,370423.8
659,,,,,,,0.904,0.02,29.013,0.117,165.54,0.68,257.1492,0.0006,0.0013611,0.97,-1,2,13,97.7,,FALSE,348873.1,178961.9,357456.1,0.001,0.001,0.001,232120.9,646873.4,0.001,299424.1,269637.5,135593.4,276458.9,203739.2,0.001,71787.02,0.001,0.001,199275,334370.3
660,,,,,,,2.356,0.117,33.608,0.163,189.35,0.92,358.1962,0.0008,0.0013609,1.49,-1,3,8,100,,FALSE,0.001,289670,655484.1,0.001,0.001,0.001,239180.8,0.001,393996.9,0.001,0.001,273498.9,0.001,832603.1,0.001,863668.4,0.001,273539.9,0.001,0.001
661,,,,,,,1.83,0.031,33.123,0.097,186.57,0.55,359.1927,0.0005,0.001357,1.03,-1,2,11,99.5,,FALSE,317534.1,258556.2,359634.3,0.001,0.001,0.001,323192.1,557041.8,0.001,273828.1,207974.2,0.001,0.001,0.001,0.001,368426.5,0.001,513674.3,104743.5,389182.9
